id,platform,cycle,lat,lon,date
4903513_027,4903513,27,2.37577,-99.5948,2024-08-15
5906589_122,5906589,122,21.5838,-175.4911,2024-08-15
5906407_139,5906407,139,-4.15559,-104.50406,2024-08-15
5906665_120,5906665,120,5.7193,-169.1562,2024-08-15
3901793_249,3901793,249,-21.50585,-100.02159,2024-08-15
5906800_053,5906800,53,7.4693,-112.1751,2024-08-15
5906373_124,5906373,124,3.3228,-154.3524,2024-08-15
4903546_087,4903546,87,22.7937,-96.17859,2024-08-15
5906183_158,5906183,158,28.3915,-121.0491,2024-08-15
3902194_173,3902194,173,-25.59042,-132.51594,2024-08-15
2903859_027,2903859,27,24.7219,-113.8935,2024-08-15
5904725_227,5904725,227,-8.1522,-99.0028,2024-08-15
5904973_276,5904973,276,-7.4708,-132.7498,2024-08-15
5905289_257,5905289,257,2.0196,-174.938,2024-08-15
3902308_016,3902308,16,-0.98413,-83.69248,2024-08-15
5906811_075,5906811,75,23.6891,-143.0402,2024-08-15
5906370_124,5906370,124,5.4238,-153.4655,2024-08-15
5906154_191,5906154,191,4.1438,-127.3401,2024-08-15
5905235_171D,5905235_,171,-19.83016,-159.67503,2024-08-15
4903181_212,4903181,212,21.9864,-118.6269,2024-08-15
5905841_207,5905841,207,-15.619,-120.237,2024-08-15
5906781_066,5906781,66,-10.73119,-134.87776,2024-08-15
5906563_065,5906563,65,19.686,-126.5393,2024-08-15
5906690_090,5906690,90,23.0915,-122.0101,2024-08-15
5906371_125,5906371,125,-2.4797,-110.6355,2024-08-15
5906068_137,5906068,137,-14.416,-102.907,2024-08-15
5906015_199,5906015,199,20.225,-127.966,2024-08-15
3901302_232,3901302,232,6.6379,-106.1216,2024-08-15
3901291_279,3901291,279,-27.6621,-110.9481,2024-08-15
4903324_150,4903324,150,-2.1687,-106.9011,2024-08-15
5905700_223,5905700,223,-7.06248,-135.88436,2024-08-15
3902285_065,3902285,65,-12.1221,-105.09303,2024-08-15
5905767_224D,5905767_,224,-12.94415,-154.46433,2024-08-15
4903184_212,4903184,212,18.836,-114.3826,2024-08-15
5905767_223,5905767,223,-12.94272,-154.46406,2024-08-15
3902370_055,3902370,55,-0.2646,-158.7511,2024-08-15
4903380_102,4903380,102,-8.5386,-111.4529,2024-08-15
5906484_092,5906484,92,15.061,-108.7983,2024-08-15
3901306_188,3901306,188,0.9819,-131.1041,2024-08-15
5905219_234,5905219,234,20.709,-158.694,2024-08-15
